model,forecast_date,horizon,reference_date,location,source,y_true,median,wis,mae,cov_50,cov_95
mist,2023-12-30,3,2024-01-13,06,flusight,1075.0,1544.736083984375,321.18630042034647,469.736083984375,True,True
mist,2023-12-30,4,2024-01-20,06,flusight,1096.0,1944.253173828125,477.3337447987432,848.253173828125,True,True
mist,2024-01-06,1,2024-01-06,06,flusight,1470.0,1013.010009765625,282.7541870780613,456.989990234375,False,True
mist,2024-01-06,2,2024-01-13,06,flusight,1075.0,1111.641845703125,151.87074314283288,36.641845703125,True,True
mist,2024-01-06,3,2024-01-20,06,flusight,1096.0,1337.601318359375,241.69806346064027,241.601318359375,True,True
mist,2024-01-06,4,2024-01-27,06,flusight,732.0,1755.4404296875,521.1238740340523,1023.4404296875,False,True
mist,2024-01-13,1,2024-01-13,06,flusight,1075.0,697.22119140625,215.05421357528027,377.77880859375,False,True
mist,2024-01-13,2,2024-01-20,06,flusight,1096.0,702.8565673828125,249.61405406122623,393.1434326171875,False,True
mist,2024-01-13,3,2024-01-27,06,flusight,732.0,655.642822265625,99.19650130562161,76.357177734375,True,True
mist,2024-01-13,4,2024-02-03,06,flusight,547.0,709.6964111328125,134.64715090544328,162.6964111328125,True,True
mist,2024-01-20,1,2024-01-20,06,flusight,1096.0,456.0743408203125,422.2015591563349,639.9256591796875,False,False
mist,2024-01-20,2,2024-01-27,06,flusight,732.0,434.7867431640625,187.38956253715182,297.2132568359375,False,True
mist,2024-01-20,3,2024-02-03,06,flusight,547.0,351.7245788574219,99.85937539805536,195.27542114257812,False,True
mist,2024-01-20,4,2024-02-10,06,flusight,464.0,327.0730285644531,76.55745815111243,136.92697143554688,True,True
mist,2024-01-27,1,2024-01-27,06,flusight,732.0,395.3363037109375,188.9909211001189,336.6636962890625,False,True
mist,2024-01-27,2,2024-02-03,06,flusight,547.0,371.86602783203125,98.83809909986414,175.13397216796875,False,True
mist,2024-01-27,3,2024-02-10,06,flusight,464.0,296.7024841308594,81.92900111986243,167.29751586914062,False,True
